creation_date,barcode,material,material_description,brand,material_group,prodhier,MTART,material_category,size,supplier,date_received,cost,srp,gp
5/13/2020,8.851E+12,TMHD0810,NIPPON QSHLD XTRA H/GLS DEEP BASE 15L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,4157,3824,-0.08708159
5/13/2020,8.851E+12,TMHD0811,NIPPON QSHLD XTRA H/GLS DEEP BASE 20L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,5542,5099.2,-0.086837151
5/13/2020,8.851E+12,TMHD0812,NIPPON QSHLD XTRA H/GLS PASTEL BASE 5L,Generic Paints,Paints,Enamel,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,1629,1917,0.150234742
5/13/2020,8.851E+12,TMHD0813,NIPPON QSHLD XTRA H/GLS TINT BASE 1L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,357,328.8,-0.085766423
5/13/2020,8.851E+12,TMHD0814,NIPPON QSHLD XTRA H/GLS TINT BASE 15L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,4245,3904.8,-0.08712354
5/13/2020,8.851E+12,TMHD0815,NIPPON QSHLD XTRA H/GLS TINT BASE 20L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,5660,5207.2,-0.086956522
5/13/2020,8.851E+12,TMHD0816,NIPPON Q SHIELD EXTRA PASTEL BASE 1L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,297,272.8,-0.088709677
5/13/2020,8.851E+12,TMHD0817,NIPPON Q SHIELD EXTRA PASTEL BASE 15L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,3526,3244,-0.086929716
5/13/2020,8.851E+12,TMHD0818,NIPPON Q SHIELD EXTRA PASTEL BASE 20L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,4701,4324.8,-0.086986681
5/13/2020,8.851E+12,TMHD0819,NIPPON Q SHIELD EXTRA PASTEL BASE 5L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,1551,1529,-0.014388489
5/13/2020,8.851E+12,TMHD0820,NIPPON Q SHIELD EXTRA TINT BASE 1L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,285,262.4,-0.086128049
5/13/2020,8.851E+12,TMHD0821,NIPPON Q SHIELD EXTRA TINT BASE 15L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,3383,3112,-0.087082262
5/13/2020,8.851E+12,TMHD0822,NIPPON Q SHIELD EXTRA TINT BASE 20L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,4511,4149.6,-0.087092732
5/13/2020,8.851E+12,TMHD0823,NIPPON Q SHIELD EXTRA TINT BASE 5L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,1187,1092,-0.086996337
5/13/2020,8.851E+12,TMHD0824,NIPPON RED OXIDE PRIMER 5L,Generic Paints,Paints,Metal Primer,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,1062,1274,0.166405024
5/13/2020,8.851E+12,TMHD0825,NIPPON ROOF COATING ACCENT BASE 20L,Generic Paints,Paints,Roof Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,5155,4949.6,-0.041498303
5/13/2020,8.851E+12,TMHD0826,NIPPON ROOF COATING ACCENT BASE 5L,Generic Paints,Paints,Roof Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,1357,1313.6,-0.033038977
5/13/2020,8.851E+12,TMHD0827,NIPPON ROOF COATING DEEP BASE 20L,Generic Paints,Paints,Roof Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,5607,5382.4,-0.041728597
5/13/2020,8.851E+12,TMHD0828,NIPPON ROOF COATING DEEP BASE 5L,Generic Paints,Paints,Roof Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,1475,1428,-0.032913165
5/13/2020,8.851E+12,TMHD0829,NIPPON ROOF COATING TINT BASE 20L,Generic Paints,Paints,Roof Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,5607,5382.4,-0.041728597
5/13/2020,8.851E+12,TMHD0830,NIPPON ROOF COATING TINT BASE 5L,Generic Paints,Paints,Roof Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,1475,1428,-0.032913165
5/13/2020,8.851E+12,TMHD0831,NIPPON SLATE FINISH GLOSS 1L,Generic Paints,Paints,Enamel,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,510,612,0.166666667
5/13/2020,8.851E+12,TMHD0832,NIPPON SLATE FINISH SATIN 1L,Generic Paints,Paints,Textured Paint,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,510,612,0.166666667
5/13/2020,8.851E+12,TMHD0833,NIPPON SLATE FINISH SATIN 5L,Generic Paints,Paints,Textured Paint,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,2124,2549,0.166732052
5/13/2020,8.851E+12,TMHD0834,NIPPON SUPER MATEX CC ACCENT BASE 1L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,153,185,0.172972973
5/13/2020,8.851E+12,TMHD0835,NIPPON SUPER MATEX CC ACCENT BASE 15L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,1687.38,2133,0.208917018
5/13/2020,8.851E+12,TMHD0836,NIPPON SUPER MATEX CC ACCENT BASE 5L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,628,703,0.106685633
5/13/2020,8.851E+12,TMHD0837,NIPPON SUPER MATEX CC DEEP BASE 1L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/28/2020,153.95,188,0.181117021
5/13/2020,8.851E+12,TMHD0838,NIPPON SUPER MATEX CC DEEP BASE 5L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,579.22,716,0.19103352
5/13/2020,8.851E+12,TMHD0839,NIPPON SUPER MATEX CC PASTEL BASE 1L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,156,200,0.22
5/13/2020,8.851E+12,TMHD0840,NIPPON SUPER MATEX CC PASTEL BASE 5L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,594,762,0.220472441
5/13/2020,8.851E+12,TMHD0841,NIPPON SUPER MATEX CC TINT BASE 1L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/28/2020,158.51,192,0.174427083
5/13/2020,8.851E+12,TMHD0842,NIPPON SUPER MATEX CC TINT BASE 5L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,589.4,730,0.19260274
5/13/2020,8.851E+12,TMHD0843,NIPPON TILELAC EMA BASE 30 KGS,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,1952,2342,0.166524338
5/13/2020,8.851E+12,TMHD0844,NIPPON VINILEX 5100 WALL SEALER 5L,Generic Paints,Paints,Sealer,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,996,936,-0.064102564
5/13/2020,8.851E+12,TMHD0845,NIPPON VINILEX 5400 WALL SEALER 18L,Generic Paints,Paints,Sealer,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,2436,2292,-0.062827225
5/13/2020,8.851E+12,TMHD0846,(DNU) NIPPON VINILEX 5400 WALL SEALER 5L,Generic Paints,Paints,Enamel,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,712,855,0.167251462
5/13/2020,8.851E+12,TMHD0847,NIPPON VINILEX EW 1001 BR WHT 5L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,1530,1032,-0.48255814
5/13/2020,8.851E+12,TMHD0848,NIPPON VINILEX EW ACCENT BASE 1L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,228,209.6,-0.08778626
5/13/2020,8.851E+12,TMHD0849,NIPPON VINILEX EW ACCENT BASE 5L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,951,896,-0.061383929
5/13/2020,8.851E+12,TMHD0850,NIPPON VINILEX EW DEEP BASE 1L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,234,215.2,-0.087360595
5/13/2020,8.851E+12,TMHD0851,NIPPON VINILEX EW DEEP BASE 5L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,976,898.4,-0.086375779
5/13/2020,8.851E+12,TMHD0852,NIPPON VINILEX EW GLO ACCENT BASE 15L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,2711,2493.6,-0.087183189
5/13/2020,8.851E+12,TMHD0853,NIPPON VINILEX EW GLO ACCENT BASE 5L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,951,875.2,-0.086608775
5/13/2020,8.851E+12,TMHD0854,NIPPON VINILEX EW GLO DEEP BASE 1L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,234,215.2,-0.087360595
5/13/2020,8.851E+12,TMHD0855,NIPPON VINILEX EW GLO DEEP BASE 15L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,2782,2560,-0.08671875
5/13/2020,8.851E+12,TMHD0856,NIPPON VINILEX EW GLO TINT BASE 15L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,2857,2628.8,-0.086807669
5/13/2020,8.851E+12,TMHD0857,NIPPON VINILEX EW PASTEL BASE 1L,Generic Paints,Paints,Enamel,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,253,232.8,-0.086769759
5/13/2020,8.851E+12,TMHD0858,NIPPON VINILEX EW PASTEL BASE 5L,Generic Paints,Paints,Enamel,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,1054,969.6,-0.087046205
5/13/2020,8.851E+12,TMHD0859,NIPPON VINILEX EW TINT BASE 1L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,241,221.6,-0.087545126
5/13/2020,8.851E+12,TMHD0860,NIPPON VINILEX EW TINT BASE 18L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,3429,3154.4,-0.087053005
5/13/2020,8.851E+12,TMHD0861,NIPPON VINILEX EW TINT BASE 5L,Generic Paints,Paints,Mixed Paints,HAWA,Outright,,"8NPP (NIPPON PAINTS PHILS, INC.)",5/27/2020,1003,944,-0.0625
5/13/2020,8.851E+12,TMHD0862,OCIDA BULB 2U 15W,Generic Electricals,Electrical,Bulbs and Tubes,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,28,14,-1
5/13/2020,8.851E+12,TMHD0863,2U OCIDA BULB 18W,Generic Electricals,Electrical,Bulbs and Tubes,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,45,23,-0.956521739
5/13/2020,8.851E+12,TMHD0864,2U OCIDA BULB 5W,Generic Electricals,Electrical,Bulbs and Tubes,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,28,10,-1.8
5/13/2020,8.851E+12,TMHD0865,OCIDA BULB 3U 18W,Generic Electricals,Electrical,Bulbs and Tubes,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,45,23,-0.956521739
5/13/2020,8.851E+12,TMHD0866,3U OCIDA BULB 23W,Generic Electricals,Electrical,Bulbs and Tubes,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,45,12,-2.75
5/13/2020,8.851E+12,TMHD0867,4U OCIDA BULB 60W,Generic Electricals,Electrical,Bulbs and Tubes,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,240,86,-1.790697674
5/13/2020,8.851E+12,TMHD0868,(FPO) OPTIMA PVC PANEL 37T 7X10FT WOOD D,Generic Building Materials,Building Materials,PVC Panels,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,238,119,-1
5/13/2020,8.851E+12,TMHD0869,PRYMA JET100S SELF PRIMING PUMP,Generic Plumbings,Plumbing,Water Pump,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,3990,5750,0.306086957
5/13/2020,8.851E+12,TMHD0870,PRYMA JSW15M SELFPRIMING SHALLOW WELL,Generic Plumbings,Plumbing,Water Pump,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,6300,2520,-1.5
5/13/2020,8.851E+12,TMHD0871,PRYMA QB 60 PERIPHERAL PUMP,Generic Plumbings,Plumbing,Water Pump,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,1435,2150,0.33255814
5/13/2020,8.851E+12,TMHD0872,(FPO) HDF PROFILE ADAPTATION ANTIQUE CHE,Generic Building Materials,Floor and Wall Cover,Laminated Flooring,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,760.74,274,-1.776423358
5/13/2020,8.851E+12,TMHD0873,(FPO) HDF PROFILE ADAPTATION LIGHT WALNU,Generic Building Materials,Floor and Wall Cover,Laminated Flooring,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,760.74,274,-1.776423358
5/13/2020,8.851E+12,TMHD0874,(FPO) HDF PROFILE ADAPTATION WHITE WENGU,Generic Building Materials,Floor and Wall Cover,Laminated Flooring,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,760.74,274,-1.776423358
5/13/2020,8.851E+12,TMHD0875,(FPO) HDF PROFILE END CAP ANTIQUE CHERRY,Generic Building Materials,Floor and Wall Cover,Laminated Flooring,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,760.74,274,-1.776423358
5/13/2020,8.851E+12,TMHD0876,(FPO) HDF PROFILE END CAP BEECH,Generic Building Materials,Floor and Wall Cover,Laminated Flooring,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,760.74,274,-1.776423358
5/13/2020,8.851E+12,TMHD0877,(FPO) HDF PROFILE END CAP LIGHT WALNUT,Generic Building Materials,Floor and Wall Cover,Laminated Flooring,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,760.74,274,-1.776423358
5/13/2020,8.851E+12,TMHD0878,(FPO) HDF PROFILE END CAP RED TEAK,Generic Building Materials,Floor and Wall Cover,Laminated Flooring,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,760.74,274,-1.776423358
5/13/2020,8.851E+12,TMHD0879,(FPO) HDF PROFILE END CAP WENGUE,Generic Building Materials,Floor and Wall Cover,Laminated Flooring,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,760.74,274,-1.776423358
5/13/2020,8.851E+12,TMHD0880,(FPO) HDF PROFILE END PROFILE LIGHT WALN,Generic Building Materials,Floor and Wall Cover,Laminated Flooring,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,760.74,274,-1.776423358
5/13/2020,8.851E+12,TMHD0881,(FPO) HDF PROFILE END PROFILE WENGUE,Generic Building Materials,Floor and Wall Cover,Laminated Flooring,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,760.74,274,-1.776423358
5/13/2020,8.851E+12,TMHD0882,(FPO) HDF PROFILE TRANSITION ANTIQUE CHE,Generic Building Materials,Floor and Wall Cover,Laminated Flooring,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,760.74,274,-1.776423358
5/13/2020,8.851E+12,TMHD0883,(FPO) HDF PROFILE TRANSITION BEECH,Generic Building Materials,Floor and Wall Cover,Laminated Flooring,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,760.74,274,-1.776423358
5/13/2020,8.851E+12,TMHD0884,(FPO) HDF PROFILE TRANSITION LIGHT WALNU,Generic Building Materials,Floor and Wall Cover,Laminated Flooring,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,760.74,274,-1.776423358
5/13/2020,8.851E+12,TMHD0885,(FPO)HDF PROFILE TRANSITION WHITE WENGUE,Generic Building Materials,Floor and Wall Cover,Laminated Flooring,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,760.74,274,-1.776423358
5/13/2020,8.851E+12,TMHD0886,(FPO)SHIMGE DEEP WELL PUMP X4SCM 6/8 1.5,Generic Plumbings,Plumbing,Water Pump,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,13500,6750,-1
5/13/2020,8.851E+12,TMHD0887,(FPO)SHIMGE DEEP WELL PUMP X4SCM 8/9 2.2,Generic Plumbings,Plumbing,Water Pump,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,15300,7650,-1
5/13/2020,8.851E+12,TMHD0888,SINTEX COUPLING 20MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,2.41,1,-1.41
5/13/2020,8.851E+12,TMHD0889,SINTEX COUPLING 25MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,3.51,2,-0.755
5/13/2020,8.851E+12,TMHD0890,(FPO) SINTEX COUPLING 32MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,5.04,2,-1.52
5/13/2020,8.851E+12,TMHD0891,SINTEX ELBOW 25MMX90,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,6.13,3,-1.043333333
5/13/2020,8.851E+12,TMHD0892,SINTEX ELBOW 32MMX90,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,9.85,4,-1.4625
5/13/2020,8.851E+12,TMHD0893,SINTEX ELBOW REDUCER 25MMX20MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,7.88,4,-0.97
5/13/2020,8.851E+12,TMHD0894,(FPO) SINTEX ELBOW REDUCER 32MMX20MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,16.42,7,-1.345714286
5/13/2020,8.851E+12,TMHD0895,(FPO) SINTEX ELBOW REDUCER 32MMX25MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,18.83,7,-1.69
5/13/2020,8.851E+12,TMHD0896,SINTEX END CAP 20MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,1.75,1,-0.75
5/13/2020,8.851E+12,TMHD0897,(FPO) SINTEX END CAP 25MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,2.41,1,-1.41
5/13/2020,8.851E+12,TMHD0898,(FPO) SINTEX END CAP 32MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,5.26,2,-1.63
5/13/2020,8.851E+12,TMHD0899,(FPO) SINTEX EQUAL TEE 20MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,5.25,2,-1.625
5/13/2020,8.851E+12,TMHD0900,(FPO) SINTEX EQUAL TEE 25MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,8.55,4,-1.1375
5/13/2020,8.851E+12,TMHD0901,(FPO) SINTEX FEMALE ADAPTER 25MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,28.1,11,-1.554545455
5/13/2020,8.851E+12,TMHD0902,SINTEX FEMALE ADAPTER 32MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,73.07,26,-1.810384615
5/13/2020,8.851E+12,TMHD0903,(FPO) SINTEX FEMALE ELBOW 32MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,91.98,33,-1.787272727
5/13/2020,8.851E+12,TMHD0904,(FPO) SINTEX FEMALE TEE 25MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,52.27,19,-1.751052632
5/13/2020,8.851E+12,TMHD0905,(FPO) SINTEX FEMALE TEE 32MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,109.5,40,-1.7375
5/13/2020,8.851E+12,TMHD0906,(FPO) SINTEX FEMALE UNION PATENTE 20MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,105.12,53,-0.983396226
5/13/2020,8.851E+12,TMHD0907,(FPO) SINTEX FEMALE UNION PATENTE 25MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,125.56,45,-1.790222222
5/13/2020,8.851E+12,TMHD0908,(FPO) SINTEX FEMALE UNION PATENTE 32MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,192.72,96,-1.0075
5/13/2020,8.851E+12,TMHD0909,SINTEX MALE ELBOW 20MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,32.12,12,-1.676666667
5/13/2020,8.851E+12,TMHD0910,(FPO) SINTEX MALE ELBOW 25MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,43.22,16,-1.70125
5/13/2020,8.851E+12,TMHD0911,(FPO) SINTEX MALE ELBOW 32MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,98.99,36,-1.749722222
5/13/2020,8.851E+12,TMHD0912,(FPO) SINTEX MALE TEE 20MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,40.88,15,-1.725333333
5/13/2020,8.851E+12,TMHD0913,SINTEX MALE UNION PATENTE 20MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,113.88,42,-1.711428571
5/13/2020,8.851E+12,TMHD0914,SINTEX MALE UNION PATENTE 32MM,Generic Plumbings,Plumbing,Water Line Fitting,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,198.56,285,0.303298246
5/13/2020,8.851E+12,TMHD0915,SINTEX PLASTIC UNION 20MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,27.45,10,-1.745
5/13/2020,8.851E+12,TMHD0916,SINTEX PPR PIPE PN25 20MM,Generic Plumbings,Plumbing,PPR Pipe,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,146.77,73,-1.010547945
5/13/2020,8.851E+12,TMHD0917,(FPO) SINTEX PPR PIPE PN25 25MM,Generic Plumbings,Plumbing,PPR Pipe,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,219.45,219,-0.002054795
5/13/2020,8.851E+12,TMHD0918,SINTEX PPR PIPE PN25 32MM,Generic Plumbings,Plumbing,PPR Pipe,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,358.62,129,-1.78
5/13/2020,8.851E+12,TMHD0919,(FPO) SINTEX TEE REDUCER 32MMX20MMX32MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,13.14,5,-1.628
5/13/2020,8.851E+12,TMHD0920,(FPO) SINTEX TEE REDUCER 32MMX25MMX32MM,Generic Plumbings,Plumbing,PPR Fitting,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,16.42,6,-1.736666667
5/13/2020,8.851E+12,TMHD0921,(FPO) SUWON STOVE,Generic Appliances,Outdoor Living,Butane Stove and Gas,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,405,162,-1.5
5/13/2020,8.851E+12,TMHD0922,SUWON BUTANE,Generic Appliances,Outdoor Living,Butane Stove and Gas,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,40,15,-1.666666667
5/13/2020,8.851E+12,TMHD0923,(FPO) CYCLONE WIRE 3FT4X4X6 METER,Generic Building Materials,Building Materials,Cyclone Wire,HAWA,Outright,,PHASED-OUT ITEMS,5/27/2020,208,107,-0.943925234
5/13/2020,8.851E+12,TMHD0924,CYCLONE WIRE 5FT2X2X12 METER,Generic Building Materials,Building Materials,Cyclone Wire,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,1717,2460,0.30203252
5/13/2020,8.851E+12,TMHD0925,CYCLONE WIRE 6FT2X2X12 METER,Generic Building Materials,Building Materials,Cyclone Wire,HAWA,Outright,,8MHD (FULLWAY MEGAHOME BUILDERS INC),5/27/2020,2060.5,738,-1.79200542
